time_ms,neuron_index
3.503401360319999469e+01,0.000000000000000000e+00
3.503401360319999469e+01,1.000000000000000000e+00
3.510204081407999155e+01,0.000000000000000000e+00
3.510204081407999155e+01,1.000000000000000000e+00
3.623582766207999128e+01,0.000000000000000000e+00
3.623582766207999128e+01,1.000000000000000000e+00
3.632653060991999183e+01,0.000000000000000000e+00
3.632653060991999183e+01,1.000000000000000000e+00
3.639455782079998869e+01,0.000000000000000000e+00
3.639455782079998869e+01,1.000000000000000000e+00
3.646258503167999265e+01,0.000000000000000000e+00
3.646258503167999265e+01,1.000000000000000000e+00
3.653061224255998951e+01,0.000000000000000000e+00
3.653061224255998951e+01,1.000000000000000000e+00
3.659863945343999347e+01,0.000000000000000000e+00
3.659863945343999347e+01,1.000000000000000000e+00
3.666666666431999744e+01,0.000000000000000000e+00
3.666666666431999744e+01,1.000000000000000000e+00
3.673469387519999430e+01,0.000000000000000000e+00
3.673469387519999430e+01,1.000000000000000000e+00
3.680272108607999115e+01,0.000000000000000000e+00
3.680272108607999115e+01,1.000000000000000000e+00
3.687074829695999512e+01,0.000000000000000000e+00
3.687074829695999512e+01,1.000000000000000000e+00
3.693877550783999197e+01,0.000000000000000000e+00
3.693877550783999197e+01,1.000000000000000000e+00
3.700680271871998883e+01,0.000000000000000000e+00
3.700680271871998883e+01,1.000000000000000000e+00
3.707482992959999279e+01,0.000000000000000000e+00
3.707482992959999279e+01,1.000000000000000000e+00
3.714285714047998965e+01,0.000000000000000000e+00
3.714285714047998965e+01,1.000000000000000000e+00
3.721088435135998651e+01,0.000000000000000000e+00
3.721088435135998651e+01,1.000000000000000000e+00
3.727891156223999758e+01,0.000000000000000000e+00
3.727891156223999758e+01,1.000000000000000000e+00
3.734693877311999444e+01,0.000000000000000000e+00
3.734693877311999444e+01,1.000000000000000000e+00
3.741496598399999129e+01,0.000000000000000000e+00
3.741496598399999129e+01,1.000000000000000000e+00
3.748299319487999526e+01,0.000000000000000000e+00
